iceworkkey	distareacodekey	DistDate	amount	title	artist	ISRC
14026	20	2013.1	5.42	ARMOTONTA MENOA	SEPI KUMPULAINEN	FI9PF1600001,FIBBA9300802,FIFMF9100195,FIKFP9700022,FIPT61300500
14026	16	2013.2	14.27	ARMOTONTA MENOA	SEPI KUMPULAINEN	FI9PF1600001,FIBBA9300802,FIFMF9100195,FIKFP9700022,FIPT61300500
14026	16	2013.3	6.96	ARMOTONTA MENOA	SEPI KUMPULAINEN	FI9PF1600001,FIBBA9300802,FIFMF9100195,FIKFP9700022,FIPT61300500
14026	20	2013.3	222.86	ARMOTONTA MENOA	SEPI KUMPULAINEN	FI9PF1600001,FIBBA9300802,FIFMF9100195,FIKFP9700022,FIPT61300500
14026	09	2013.4	1.4	ARMOTONTA MENOA	SEPI KUMPULAINEN	FI9PF1600001,FIBBA9300802,FIFMF9100195,FIKFP9700022,FIPT61300500
14026	20	2014.1	2.38	ARMOTONTA MENOA	SEPI KUMPULAINEN	FI9PF1600001,FIBBA9300802,FIFMF9100195,FIKFP9700022,FIPT61300500
14026	20	2014.3	315.86	ARMOTONTA MENOA	SEPI KUMPULAINEN	FI9PF1600001,FIBBA9300802,FIFMF9100195,FIKFP9700022,FIPT61300500
14026	96	2014.3	85.92	ARMOTONTA MENOA	SEPI KUMPULAINEN	FI9PF1600001,FIBBA9300802,FIFMF9100195,FIKFP9700022,FIPT61300500
14026	16	2015.2	6.14	ARMOTONTA MENOA	SEPI KUMPULAINEN	FI9PF1600001,FIBBA9300802,FIFMF9100195,FIKFP9700022,FIPT61300500
14026	20	2015.3	156.77	ARMOTONTA MENOA	SEPI KUMPULAINEN	FI9PF1600001,FIBBA9300802,FIFMF9100195,FIKFP9700022,FIPT61300500
14026	96	2015.3	66.19	ARMOTONTA MENOA	SEPI KUMPULAINEN	FI9PF1600001,FIBBA9300802,FIFMF9100195,FIKFP9700022,FIPT61300500
14026	16	2016.3	0.05	ARMOTONTA MENOA	SEPI KUMPULAINEN	FI9PF1600001,FIBBA9300802,FIFMF9100195,FIKFP9700022,FIPT61300500
14026	19	2016.4	0	ARMOTONTA MENOA	SEPI KUMPULAINEN	FI9PF1600001,FIBBA9300802,FIFMF9100195,FIKFP9700022,FIPT61300500
14026	16	2016.4	0.2	ARMOTONTA MENOA	SEPI KUMPULAINEN	FI9PF1600001,FIBBA9300802,FIFMF9100195,FIKFP9700022,FIPT61300500
14026	16	2017.1	0.14	ARMOTONTA MENOA	SEPI KUMPULAINEN	FI9PF1600001,FIBBA9300802,FIFMF9100195,FIKFP9700022,FIPT61300500
14026	16	2017.2	0.1	ARMOTONTA MENOA	SEPI KUMPULAINEN	FI9PF1600001,FIBBA9300802,FIFMF9100195,FIKFP9700022,FIPT61300500
14026	16	2017.3	9.37	ARMOTONTA MENOA	SEPI KUMPULAINEN	FI9PF1600001,FIBBA9300802,FIFMF9100195,FIKFP9700022,FIPT61300500
14026	19	2017.4	2.1	ARMOTONTA MENOA	SEPI KUMPULAINEN	FI9PF1600001,FIBBA9300802,FIFMF9100195,FIKFP9700022,FIPT61300500
14026	16	2017.4	5.02	ARMOTONTA MENOA	SEPI KUMPULAINEN	FI9PF1600001,FIBBA9300802,FIFMF9100195,FIKFP9700022,FIPT61300500
14026	10	2017.4	3.95	ARMOTONTA MENOA	SEPI KUMPULAINEN	FI9PF1600001,FIBBA9300802,FIFMF9100195,FIKFP9700022,FIPT61300500
33247	16	2016.4	0.01	KUTSKUAA PUTKIMIES	Sepi Kumpulainen	FI9PF1600016
33247	16	2017.3	0.03	KUTSKUAA PUTKIMIES	Sepi Kumpulainen	FI9PF1600016
33247	19	2017.4	0	KUTSKUAA PUTKIMIES	Sepi Kumpulainen	FI9PF1600016
33252	10	2017.4	80.23	ILOINNEN VESSELI	NA	NA
33252	17	2017.4	0.22	ILOINNEN VESSELI	NA	NA
33252	09	2017.4	2.52	ILOINNEN VESSELI	NA	NA
33665	20	2013.3	0.61	SIMO GOES POING	NA	NA
33665	20	2014.1	11.02	SIMO GOES POING	NA	NA
33665	20	2014.3	198.66	SIMO GOES POING	NA	NA
33665	96	2014.3	13.71	SIMO GOES POING	NA	NA
33665	96	2015.3	37.83	SIMO GOES POING	NA	NA
33665	20	2015.3	514	SIMO GOES POING	NA	NA
685941	20	2014.3	2.84	EXIT	NA	NA
685941	16	2014.4	0.05	EXIT	NA	NA
685941	16	2015.2	0.02	EXIT	NA	NA
685941	16	2015.3	0.04	EXIT	NA	NA
685941	16	2015.4	0.03	EXIT	NA	NA
685941	16	2016.1	0.01	EXIT	NA	NA
685941	17	2016.4	0	EXIT	NA	NA
685941	19	2016.4	0	EXIT	NA	NA
685941	16	2016.4	0	EXIT	NA	NA
685941	16	2017.1	0.01	EXIT	NA	NA
685941	16	2017.2	0.01	EXIT	NA	NA
685941	16	2017.4	0.01	EXIT	NA	NA
685941	19	2017.4	0	EXIT	NA	NA
685979	16	2013.2	0	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	20	2013.3	0.02	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	20	2013.4	0.04	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	16	2014.4	0.07	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	96	2014.4	0.07	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	16	2015.2	0.07	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	16	2015.3	0.23	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	16	2015.4	0.09	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	09	2016.2	0.7	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	17	2016.2	0.26	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	16	2016.1	0.08	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	16	2016.2	0.07	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	16	2016.3	0.08	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	96	2016.4	0.08	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	17	2016.4	0	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	19	2016.4	0	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	16	2016.4	0.04	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	96	2017.1	0.1	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	16	2017.1	0.1	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	96	2017.2	0.35	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	16	2017.2	0.04	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	96	2017.3	0.17	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	16	2017.3	0.01	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	96	2017.4	0.16	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	16	2017.4	0.03	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685979	19	2017.4	0	REQUIEM (HOLY,HOLY,HOLY)	VARIOUS ARTISTS	SEYNI1000216
685990	16	2016.1	0.01	DRESSED TO KILL	NA	NA
685990	17	2016.4	0	DRESSED TO KILL	NA	NA
685990	19	2016.4	0	DRESSED TO KILL	NA	NA
685990	16	2016.4	0.01	DRESSED TO KILL	NA	NA
685990	16	2017.2	0.01	DRESSED TO KILL	NA	NA
685990	19	2017.4	0	DRESSED TO KILL	NA	NA
773524	16	2013.1	41.01	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	16	2013.2	56.4	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	09	2013.2	3.97	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	16	2013.3	57.2	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	20	2013.3	439.87	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	09	2013.4	4.91	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	16	2013.4	71.84	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	16	2014.1	59.56	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	09	2014.2	5.39	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	16	2014.2	77.26	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	16	2014.3	0.06	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	96	2014.3	19.5	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	20	2014.3	235.68	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	16	2014.4	143.32	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	09	2014.4	6.06	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	16	2015.2	71.15	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	16	2015.1	2.91	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	09	2015.2	18.93	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	16	2015.3	99.55	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	96	2015.3	15.2	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	20	2015.3	235.55	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	09	2015.4	26.14	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	19	2015.4	11.01	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	16	2015.4	112.24	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	16	2016.1	87.34	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	09	2016.2	17.51	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	19	2016.2	1.42	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	17	2016.2	1.19	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	16	2016.2	69.26	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	16	2016.3	71.3	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	16	2016.4	65.14	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	17	2016.4	0.28	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	08	2016.4	0.09	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	19	2016.4	31.19	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	09	2016.4	18.01	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	16	2017.1	73.56	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	08	2017.2	0.13	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	16	2017.2	57.5	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	19	2017.2	0.9	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	17	2017.2	0.39	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	09	2017.2	19.62	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	16	2017.3	50.22	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	19	2017.4	15.73	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	09	2017.4	12.49	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773524	16	2017.4	48.96	SUPERMAN	Toy-Box	DK4BB9901005,DK-4BB-99-01005
773646	16	2013.1	4.3	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	16	2013.2	4.97	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	20	2013.2	0.24	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	16	2013.3	5.04	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	20	2013.3	9.05	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	16	2013.4	5.16	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	16	2014.1	3.82	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	16	2014.2	3.91	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	16	2014.4	7.92	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	16	2015.2	4.03	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	16	2015.3	4.58	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	16	2015.4	4.42	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	16	2016.1	4.13	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	16	2016.2	3.46	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	16	2016.3	4.64	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	08	2016.4	0.1	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	09	2016.4	0.03	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	19	2016.4	1.41	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	16	2016.4	4.91	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	17	2016.4	0	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	16	2017.1	4.22	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	16	2017.2	3.06	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	08	2017.2	0.03	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	16	2017.3	3.34	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	20	2017.4	0.01	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	16	2017.4	2.84	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773646	19	2017.4	0.76	I BELIEVE IN YOU	Toy-Box, Toy-Box	DK4BB9901006
773665	16	2013.1	10.54	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	16	2013.2	15.57	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	16	2013.3	12.41	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	16	2013.4	13.01	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	16	2014.1	12.93	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	16	2014.2	16.75	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	16	2014.3	0.02	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	16	2014.4	26.53	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	09	2014.4	1.3	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	16	2015.2	15.52	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	16	2015.1	3.14	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	16	2015.3	27.14	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	20	2015.3	270.95	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	96	2015.3	17.52	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	08	2015.4	0.23	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	19	2015.4	3.12	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	09	2015.4	6.08	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	16	2015.4	20.21	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	16	2016.1	16	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	19	2016.2	0.32	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	09	2016.2	3.89	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	17	2016.2	0.25	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	16	2016.2	13.96	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	16	2016.3	13.55	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	17	2016.4	0	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	09	2016.4	4.75	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	08	2016.4	0.05	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	16	2016.4	18.59	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	19	2016.4	5.53	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	16	2017.1	14.22	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	09	2017.2	4.23	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	16	2017.2	13.4	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	17	2017.2	0.07	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	19	2017.2	0.31	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	08	2017.2	0.1	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	16	2017.3	15.69	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	19	2017.4	3.54	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	09	2017.4	3.91	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773665	16	2017.4	12.96	EARTH, WIND, WATER & FIRE	Toy-Box	DK4BB9901008,DK-4BB-99-01008
773746	16	2013.1	8.6	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	16	2013.2	12.14	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	16	2013.3	13.02	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	16	2013.4	10.98	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	16	2014.1	9.31	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	16	2014.2	10.87	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	16	2014.4	20.35	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	09	2014.4	0.9	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	16	2015.2	8.63	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	16	2015.1	1.06	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	16	2015.3	11.46	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	09	2015.4	2.79	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	19	2015.4	1.03	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	16	2015.4	13.33	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	16	2016.1	10.61	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	19	2016.2	0.22	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	09	2016.2	2.55	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	17	2016.2	0.18	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	16	2016.2	11.62	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	16	2016.3	11.87	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	17	2016.4	0	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	09	2016.4	2.84	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	19	2016.4	3.95	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	16	2016.4	9.69	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	16	2017.1	10.81	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	19	2017.2	0.2	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	09	2017.2	0.41	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	16	2017.2	9.18	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	16	2017.3	7.96	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	19	2017.4	2.09	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773746	16	2017.4	8.33	EENIE MEENIE MINEY MO	Toy-Box	DK4BB9901010,DK-4BB-99-01010
773761	16	2013.1	3.77	A THING CALLED LOVE	Toy-Box	DK4BB9901009
773761	16	2013.2	4.46	A THING CALLED LOVE	Toy-Box	DK4BB9901009
773761	20	2013.2	0.09	A THING CALLED LOVE	Toy-Box	DK4BB9901009
773761	16	2013.3	4.74	A THING CALLED LOVE	Toy-Box	DK4BB9901009
773761	16	2013.4	4.98	A THING CALLED LOVE	Toy-Box	DK4BB9901009
773761	16	2014.1	3.4	A THING CALLED LOVE	Toy-Box	DK4BB9901009
773761	16	2014.2	3.5	A THING CALLED LOVE	Toy-Box	DK4BB9901009
773761	20	2014.3	5.57	A THING CALLED LOVE	Toy-Box	DK4BB9901009
773761	16	2014.4	7.37	A THING CALLED LOVE	Toy-Box	DK4BB9901009
773761	16	2015.2	3.9	A THING CALLED LOVE	Toy-Box	DK4BB9901009
773761	20	2015.3	4.1	A THING CALLED LOVE	Toy-Box	DK4BB9901009
773761	16	2015.3	3.77	A THING CALLED LOVE	Toy-Box	DK4BB9901009
773761	16	2015.4	5.07	A THING CALLED LOVE	Toy-Box	DK4BB9901009
773761	16	2016.1	5.6	A THING CALLED LOVE	Toy-Box	DK4BB9901009
773761	16	2016.2	3.86	A THING CALLED LOVE	Toy-Box	DK4BB9901009
773761	16	2016.3	3.46	A THING CALLED LOVE	Toy-Box	DK4BB9901009
773761	17	2016.4	0.01	A THING CALLED LOVE	Toy-Box	DK4BB9901009
773761	19	2016.4	1.44	A THING CALLED LOVE	Toy-Box	DK4BB9901009
773761	16	2016.4	3.34	A THING CALLED LOVE	Toy-Box	DK4BB9901009
773761	16	2017.1	3	A THING CALLED LOVE	Toy-Box	DK4BB9901009
773761	16	2017.2	2.73	A THING CALLED LOVE	Toy-Box	DK4BB9901009
773761	16	2017.3	3.35	A THING CALLED LOVE	Toy-Box	DK4BB9901009
773761	16	2017.4	2.87	A THING CALLED LOVE	Toy-Box	DK4BB9901009
773761	19	2017.4	0.59	A THING CALLED LOVE	Toy-Box	DK4BB9901009
773780	16	2013.1	4.15	SAYONARA (GOODBYE)	Toy-Box	DK4BB9901011,DK-4BB-99-01011
773780	16	2013.2	5.07	SAYONARA (GOODBYE)	Toy-Box	DK4BB9901011,DK-4BB-99-01011
773780	16	2013.3	3.59	SAYONARA (GOODBYE)	Toy-Box	DK4BB9901011,DK-4BB-99-01011
773780	16	2013.4	4.64	SAYONARA (GOODBYE)	Toy-Box	DK4BB9901011,DK-4BB-99-01011
773780	16	2014.1	3.01	SAYONARA (GOODBYE)	Toy-Box	DK4BB9901011,DK-4BB-99-01011
773780	16	2014.2	4.03	SAYONARA (GOODBYE)	Toy-Box	DK4BB9901011,DK-4BB-99-01011
773780	16	2014.4	7.4	SAYONARA (GOODBYE)	Toy-Box	DK4BB9901011,DK-4BB-99-01011
773780	16	2015.2	4.34	SAYONARA (GOODBYE)	Toy-Box	DK4BB9901011,DK-4BB-99-01011
773780	16	2015.3	4.06	SAYONARA (GOODBYE)	Toy-Box	DK4BB9901011,DK-4BB-99-01011
773780	16	2015.4	5.66	SAYONARA (GOODBYE)	Toy-Box	DK4BB9901011,DK-4BB-99-01011
773780	16	2016.1	5.42	SAYONARA (GOODBYE)	Toy-Box	DK4BB9901011,DK-4BB-99-01011
773780	16	2016.2	3.42	SAYONARA (GOODBYE)	Toy-Box	DK4BB9901011,DK-4BB-99-01011
773780	16	2016.3	3.11	SAYONARA (GOODBYE)	Toy-Box	DK4BB9901011,DK-4BB-99-01011
773780	19	2016.4	1.5	SAYONARA (GOODBYE)	Toy-Box	DK4BB9901011,DK-4BB-99-01011
773780	17	2016.4	0	SAYONARA (GOODBYE)	Toy-Box	DK4BB9901011,DK-4BB-99-01011
773780	16	2016.4	2.97	SAYONARA (GOODBYE)	Toy-Box	DK4BB9901011,DK-4BB-99-01011
773780	08	2016.4	0.04	SAYONARA (GOODBYE)	Toy-Box	DK4BB9901011,DK-4BB-99-01011
773780	09	2016.4	0.01	SAYONARA (GOODBYE)	Toy-Box	DK4BB9901011,DK-4BB-99-01011
