iceworkkey	distareacodekey	DistDate	amount	title	artist	ISRC
19850496	16	2015.2	6.82	SHOESTRINGS	We Are Legends feat. Rodriguez Sisters	SEVJH1205501,SEVJH1205502,SEVJH1205503,SEZ861200164
19850496	08	2015.2	24.99	SHOESTRINGS	We Are Legends feat. Rodriguez Sisters	SEVJH1205501,SEVJH1205502,SEVJH1205503,SEZ861200164
19850496	09	2015.2	49.56	SHOESTRINGS	We Are Legends feat. Rodriguez Sisters	SEVJH1205501,SEVJH1205502,SEVJH1205503,SEZ861200164
19850496	16	2015.3	1.51	SHOESTRINGS	We Are Legends feat. Rodriguez Sisters	SEVJH1205501,SEVJH1205502,SEVJH1205503,SEZ861200164
19850496	16	2015.4	1.65	SHOESTRINGS	We Are Legends feat. Rodriguez Sisters	SEVJH1205501,SEVJH1205502,SEVJH1205503,SEZ861200164
19850496	16	2016.1	3.09	SHOESTRINGS	We Are Legends feat. Rodriguez Sisters	SEVJH1205501,SEVJH1205502,SEVJH1205503,SEZ861200164
19850496	16	2016.2	0.67	SHOESTRINGS	We Are Legends feat. Rodriguez Sisters	SEVJH1205501,SEVJH1205502,SEVJH1205503,SEZ861200164
19850496	16	2016.3	1.66	SHOESTRINGS	We Are Legends feat. Rodriguez Sisters	SEVJH1205501,SEVJH1205502,SEVJH1205503,SEZ861200164
19850496	20	2016.4	9.98	SHOESTRINGS	We Are Legends feat. Rodriguez Sisters	SEVJH1205501,SEVJH1205502,SEVJH1205503,SEZ861200164
19850496	19	2016.4	0.5	SHOESTRINGS	We Are Legends feat. Rodriguez Sisters	SEVJH1205501,SEVJH1205502,SEVJH1205503,SEZ861200164
19850496	16	2016.4	1.66	SHOESTRINGS	We Are Legends feat. Rodriguez Sisters	SEVJH1205501,SEVJH1205502,SEVJH1205503,SEZ861200164
19850496	20	2017.1	21.21	SHOESTRINGS	We Are Legends feat. Rodriguez Sisters	SEVJH1205501,SEVJH1205502,SEVJH1205503,SEZ861200164
19850496	16	2017.1	2.06	SHOESTRINGS	We Are Legends feat. Rodriguez Sisters	SEVJH1205501,SEVJH1205502,SEVJH1205503,SEZ861200164
19850496	16	2017.2	0.95	SHOESTRINGS	We Are Legends feat. Rodriguez Sisters	SEVJH1205501,SEVJH1205502,SEVJH1205503,SEZ861200164
19850496	20	2017.3	0.42	SHOESTRINGS	We Are Legends feat. Rodriguez Sisters	SEVJH1205501,SEVJH1205502,SEVJH1205503,SEZ861200164
19850496	16	2017.3	0.23	SHOESTRINGS	We Are Legends feat. Rodriguez Sisters	SEVJH1205501,SEVJH1205502,SEVJH1205503,SEZ861200164
19850496	16	2017.4	0.2	SHOESTRINGS	We Are Legends feat. Rodriguez Sisters	SEVJH1205501,SEVJH1205502,SEVJH1205503,SEZ861200164
19850496	19	2017.4	0.07	SHOESTRINGS	We Are Legends feat. Rodriguez Sisters	SEVJH1205501,SEVJH1205502,SEVJH1205503,SEZ861200164
19896333	16	2014.1	280.48	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	09	2014.2	25.68	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	16	2014.2	221.33	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	16	2014.3	277.51	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	18	2014.3	55.48	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	16	2014.4	338.38	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	17	2014.4	171.12	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	09	2014.4	1035.36	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	16	2015.1	176.54	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	17	2015.2	59.24	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	16	2015.2	222.23	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	09	2015.2	119.49	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	06	2015.3	61.51	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	18	2015.3	581.77	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	05	2015.3	158.68	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	16	2015.3	200.53	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	16	2015.4	258.16	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	19	2015.4	41.36	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	17	2015.4	2.42	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	09	2015.4	7.34	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	16	2016.1	289.62	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	19	2016.2	4.01	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	09	2016.2	24.41	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	16	2016.2	126.18	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	17	2016.2	8.88	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	16	2016.3	166.14	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	18	2016.3	569.36	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	19	2016.4	54.78	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	09	2016.4	1.97	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	16	2016.4	245.55	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	16	2017.1	135.38	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	19	2017.2	57.39	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	16	2017.2	218.04	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	16	2017.3	180.67	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	18	2017.3	512.4	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	16	2017.4	183.97	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	05	2017.4	63.16	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896333	19	2017.4	113.56	FARSKALLAR	Sissela Kyle/Askebyskolans barnkör	SE2VC1200904
19896421	16	2014.2	704.08	GITTANSANGEN	NA	NA
19896421	16	2014.3	693.66	GITTANSANGEN	NA	NA
19896421	18	2014.3	29.02	GITTANSANGEN	NA	NA
19896421	16	2014.4	802.59	GITTANSANGEN	NA	NA
19896421	17	2014.4	35.87	GITTANSANGEN	NA	NA
19896421	09	2014.4	498.35	GITTANSANGEN	NA	NA
19896421	16	2015.1	755.18	GITTANSANGEN	NA	NA
19896421	16	2015.2	645.05	GITTANSANGEN	NA	NA
19896421	09	2015.2	50.08	GITTANSANGEN	NA	NA
19896421	17	2015.2	12.41	GITTANSANGEN	NA	NA
19896421	16	2015.3	589.36	GITTANSANGEN	NA	NA
19896421	06	2015.3	80	GITTANSANGEN	NA	NA
19896421	05	2015.3	206.28	GITTANSANGEN	NA	NA
19896421	18	2015.3	304.16	GITTANSANGEN	NA	NA
19896421	16	2015.4	722.16	GITTANSANGEN	NA	NA
19896421	19	2015.4	114.46	GITTANSANGEN	NA	NA
19896421	16	2016.1	1126.75	GITTANSANGEN	NA	NA
19896421	09	2016.2	9.52	GITTANSANGEN	NA	NA
19896421	17	2016.2	1.84	GITTANSANGEN	NA	NA
19896421	19	2016.2	16.32	GITTANSANGEN	NA	NA
19896421	16	2016.2	510.03	GITTANSANGEN	NA	NA
19896421	18	2016.3	297.68	GITTANSANGEN	NA	NA
19896421	16	2016.3	487.98	GITTANSANGEN	NA	NA
19896421	19	2016.4	195.93	GITTANSANGEN	NA	NA
19896421	16	2016.4	672.45	GITTANSANGEN	NA	NA
19896421	16	2017.1	434.62	GITTANSANGEN	NA	NA
19896421	19	2017.2	177.89	GITTANSANGEN	NA	NA
19896421	16	2017.2	606.98	GITTANSANGEN	NA	NA
19896421	18	2017.3	267.89	GITTANSANGEN	NA	NA
19896421	16	2017.3	519.84	GITTANSANGEN	NA	NA
19896421	16	2017.4	603.47	GITTANSANGEN	NA	NA
19896421	19	2017.4	328.83	GITTANSANGEN	NA	NA
19896421	05	2017.4	74.65	GITTANSANGEN	NA	NA
19896643	18	2014.3	58.85	KALL SOM IS	NA	NA
19896643	17	2014.4	167.67	KALL SOM IS	NA	NA
19896643	09	2014.4	986.38	KALL SOM IS	NA	NA
19896643	09	2015.2	117.07	KALL SOM IS	NA	NA
19896643	17	2015.2	58.04	KALL SOM IS	NA	NA
19896643	05	2015.3	154.68	KALL SOM IS	NA	NA
19896643	18	2015.3	617.07	KALL SOM IS	NA	NA
19896643	06	2015.3	59.95	KALL SOM IS	NA	NA
19896643	17	2015.4	2.37	KALL SOM IS	NA	NA
19896643	09	2015.4	4.76	KALL SOM IS	NA	NA
19896643	17	2016.2	8.58	KALL SOM IS	NA	NA
19896643	09	2016.2	22.33	KALL SOM IS	NA	NA
19896643	18	2016.3	603.9	KALL SOM IS	NA	NA
19896643	18	2017.3	543.48	KALL SOM IS	NA	NA
19896643	05	2017.4	61.58	KALL SOM IS	NA	NA
19898302	09	2013.2	4.12	CHEER UP	NA	NA
19898302	11	2013.2	131.3	CHEER UP	NA	NA
19898302	17	2013.2	7	CHEER UP	NA	NA
19898302	21	2013.2	16.84	CHEER UP	NA	NA
19898302	11	2013.4	19.68	CHEER UP	NA	NA
19898302	21	2016.3	0.08	CHEER UP	NA	NA
19898302	21	2016.4	1.82	CHEER UP	NA	NA
19936396	06	2013.3	32.78	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	05	2013.3	35.58	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	14	2013.4	2.74	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	17	2013.4	5.7	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	05	2013.4	220.21	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	06	2013.4	169.88	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	09	2013.4	14.5	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	21	2013.4	0.1	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	10	2013.4	6.62	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	05	2014.1	118.24	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	06	2014.1	99.83	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	96	2014.2	0.32	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	16	2014.2	4.43	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	20	2014.3	466.45	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	16	2014.4	62.43	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	16	2014.3	0.2	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	05	2015.1	224	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	16	2015.1	0.68	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	09	2015.2	8.69	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	16	2015.2	14.1	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	16	2015.3	25.96	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	17	2015.4	1.48	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	16	2015.4	57.45	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	08	2015.4	1.9	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	09	2015.4	22.91	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	19	2015.4	4.04	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	16	2016.1	46.23	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	19	2016.2	0.77	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	16	2016.2	34.07	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	17	2016.2	0.64	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	08	2016.2	0.86	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	09	2016.2	8.82	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	16	2016.3	27.17	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	96	2016.3	0.18	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	16	2016.4	25.65	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	08	2016.4	0.33	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	09	2016.4	6.76	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	19	2016.4	13.65	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	96	2017.1	2.02	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	16	2017.1	34.75	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	09	2017.2	8.1	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	17	2017.2	0.36	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	08	2017.2	0.52	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	16	2017.2	25.11	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	19	2017.2	0.14	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	16	2017.3	7.52	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	96	2017.4	0.09	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	19	2017.4	5.02	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936396	16	2017.4	5.96	BÖRJAR OM	Mimi Oh	SE3SB1300101,SEVJH1207801,SEVJH1207802,SEVJH1207901,SEVJH1207902,SEVJH1207903,SEVJH1207904,SEVJH1207905
19936430	09	2013.4	942.07	EN TID AV ENSAMHET	LEPPEN	NA
19936430	17	2013.4	160.88	EN TID AV ENSAMHET	LEPPEN	NA
19936430	20	2014.2	1630.31	EN TID AV ENSAMHET	LEPPEN	NA
19936430	17	2014.4	1.63	EN TID AV ENSAMHET	LEPPEN	NA
19936430	09	2014.4	9.62	EN TID AV ENSAMHET	LEPPEN	NA
19936430	20	2015.1	518.55	EN TID AV ENSAMHET	LEPPEN	NA
19947163	04	2013.4	3548.83	COLOURS	MARYLIN	NLS241204313,NLS241204314,SE3SA1301001,SE3SA1301002,SE3SA1301003,SE3SA1301004,SE3SA1301005,SE3SA1301006,US79E1300001,US79E1300002,US79E1300003,US79E1300004,US79E1300005,US79E1300006
19947163	16	2014.1	362.47	COLOURS	MARYLIN	NLS241204313,NLS241204314,SE3SA1301001,SE3SA1301002,SE3SA1301003,SE3SA1301004,SE3SA1301005,SE3SA1301006,US79E1300001,US79E1300002,US79E1300003,US79E1300004,US79E1300005,US79E1300006
19947163	20	2014.1	846.36	COLOURS	MARYLIN	NLS241204313,NLS241204314,SE3SA1301001,SE3SA1301002,SE3SA1301003,SE3SA1301004,SE3SA1301005,SE3SA1301006,US79E1300001,US79E1300002,US79E1300003,US79E1300004,US79E1300005,US79E1300006
19947163	09	2014.2	126.77	COLOURS	MARYLIN	NLS241204313,NLS241204314,SE3SA1301001,SE3SA1301002,SE3SA1301003,SE3SA1301004,SE3SA1301005,SE3SA1301006,US79E1300001,US79E1300002,US79E1300003,US79E1300004,US79E1300005,US79E1300006
19947163	20	2014.2	288.26	COLOURS	MARYLIN	NLS241204313,NLS241204314,SE3SA1301001,SE3SA1301002,SE3SA1301003,SE3SA1301004,SE3SA1301005,SE3SA1301006,US79E1300001,US79E1300002,US79E1300003,US79E1300004,US79E1300005,US79E1300006
19947163	17	2014.2	18.98	COLOURS	MARYLIN	NLS241204313,NLS241204314,SE3SA1301001,SE3SA1301002,SE3SA1301003,SE3SA1301004,SE3SA1301005,SE3SA1301006,US79E1300001,US79E1300002,US79E1300003,US79E1300004,US79E1300005,US79E1300006
19947163	16	2014.2	185.93	COLOURS	MARYLIN	NLS241204313,NLS241204314,SE3SA1301001,SE3SA1301002,SE3SA1301003,SE3SA1301004,SE3SA1301005,SE3SA1301006,US79E1300001,US79E1300002,US79E1300003,US79E1300004,US79E1300005,US79E1300006
19947163	16	2014.3	0	COLOURS	MARYLIN	NLS241204313,NLS241204314,SE3SA1301001,SE3SA1301002,SE3SA1301003,SE3SA1301004,SE3SA1301005,SE3SA1301006,US79E1300001,US79E1300002,US79E1300003,US79E1300004,US79E1300005,US79E1300006
19947163	20	2014.3	2586.76	COLOURS	MARYLIN	NLS241204313,NLS241204314,SE3SA1301001,SE3SA1301002,SE3SA1301003,SE3SA1301004,SE3SA1301005,SE3SA1301006,US79E1300001,US79E1300002,US79E1300003,US79E1300004,US79E1300005,US79E1300006
19947163	16	2014.4	162.55	COLOURS	MARYLIN	NLS241204313,NLS241204314,SE3SA1301001,SE3SA1301002,SE3SA1301003,SE3SA1301004,SE3SA1301005,SE3SA1301006,US79E1300001,US79E1300002,US79E1300003,US79E1300004,US79E1300005,US79E1300006
19947163	09	2014.4	10.55	COLOURS	MARYLIN	NLS241204313,NLS241204314,SE3SA1301001,SE3SA1301002,SE3SA1301003,SE3SA1301004,SE3SA1301005,SE3SA1301006,US79E1300001,US79E1300002,US79E1300003,US79E1300004,US79E1300005,US79E1300006
19947163	20	2014.4	2039.43	COLOURS	MARYLIN	NLS241204313,NLS241204314,SE3SA1301001,SE3SA1301002,SE3SA1301003,SE3SA1301004,SE3SA1301005,SE3SA1301006,US79E1300001,US79E1300002,US79E1300003,US79E1300004,US79E1300005,US79E1300006
19947163	96	2014.4	3815.24	COLOURS	MARYLIN	NLS241204313,NLS241204314,SE3SA1301001,SE3SA1301002,SE3SA1301003,SE3SA1301004,SE3SA1301005,SE3SA1301006,US79E1300001,US79E1300002,US79E1300003,US79E1300004,US79E1300005,US79E1300006
19947163	20	2015.1	1919.23	COLOURS	MARYLIN	NLS241204313,NLS241204314,SE3SA1301001,SE3SA1301002,SE3SA1301003,SE3SA1301004,SE3SA1301005,SE3SA1301006,US79E1300001,US79E1300002,US79E1300003,US79E1300004,US79E1300005,US79E1300006
19947163	16	2015.2	191.15	COLOURS	MARYLIN	NLS241204313,NLS241204314,SE3SA1301001,SE3SA1301002,SE3SA1301003,SE3SA1301004,SE3SA1301005,SE3SA1301006,US79E1300001,US79E1300002,US79E1300003,US79E1300004,US79E1300005,US79E1300006
19947163	16	2015.1	1.88	COLOURS	MARYLIN	NLS241204313,NLS241204314,SE3SA1301001,SE3SA1301002,SE3SA1301003,SE3SA1301004,SE3SA1301005,SE3SA1301006,US79E1300001,US79E1300002,US79E1300003,US79E1300004,US79E1300005,US79E1300006
19947163	09	2015.2	682.21	COLOURS	MARYLIN	NLS241204313,NLS241204314,SE3SA1301001,SE3SA1301002,SE3SA1301003,SE3SA1301004,SE3SA1301005,SE3SA1301006,US79E1300001,US79E1300002,US79E1300003,US79E1300004,US79E1300005,US79E1300006
19947163	08	2015.2	1330.93	COLOURS	MARYLIN	NLS241204313,NLS241204314,SE3SA1301001,SE3SA1301002,SE3SA1301003,SE3SA1301004,SE3SA1301005,SE3SA1301006,US79E1300001,US79E1300002,US79E1300003,US79E1300004,US79E1300005,US79E1300006
19947163	20	2015.2	294.15	COLOURS	MARYLIN	NLS241204313,NLS241204314,SE3SA1301001,SE3SA1301002,SE3SA1301003,SE3SA1301004,SE3SA1301005,SE3SA1301006,US79E1300001,US79E1300002,US79E1300003,US79E1300004,US79E1300005,US79E1300006
19947163	20	2015.3	76.75	COLOURS	MARYLIN	NLS241204313,NLS241204314,SE3SA1301001,SE3SA1301002,SE3SA1301003,SE3SA1301004,SE3SA1301005,SE3SA1301006,US79E1300001,US79E1300002,US79E1300003,US79E1300004,US79E1300005,US79E1300006
19947163	16	2015.3	136.68	COLOURS	MARYLIN	NLS241204313,NLS241204314,SE3SA1301001,SE3SA1301002,SE3SA1301003,SE3SA1301004,SE3SA1301005,SE3SA1301006,US79E1300001,US79E1300002,US79E1300003,US79E1300004,US79E1300005,US79E1300006
19947163	19	2015.4	18.92	COLOURS	MARYLIN	NLS241204313,NLS241204314,SE3SA1301001,SE3SA1301002,SE3SA1301003,SE3SA1301004,SE3SA1301005,SE3SA1301006,US79E1300001,US79E1300002,US79E1300003,US79E1300004,US79E1300005,US79E1300006
19947163	09	2015.4	425.14	COLOURS	MARYLIN	NLS241204313,NLS241204314,SE3SA1301001,SE3SA1301002,SE3SA1301003,SE3SA1301004,SE3SA1301005,SE3SA1301006,US79E1300001,US79E1300002,US79E1300003,US79E1300004,US79E1300005,US79E1300006
19947163	16	2015.4	134.68	COLOURS	MARYLIN	NLS241204313,NLS241204314,SE3SA1301001,SE3SA1301002,SE3SA1301003,SE3SA1301004,SE3SA1301005,SE3SA1301006,US79E1300001,US79E1300002,US79E1300003,US79E1300004,US79E1300005,US79E1300006
